ID,Nome,Idade,Destino,Classe,Valor_Gasto,Hora_Entrada_Restaurante,Hora_Saída_Restaurante,Objeto_Carregado
1434,Lívia Gomes,56,Madri,1ª Classe,62.23,10,12,Jornal
1435,Oliver Casa Grande,70,Berlim,1ª Classe,254.92,17,18,Chocolate
1436,Bianca Freitas,27,Paris,3ª Classe,166.87,18,19,Jornal
1437,Matteo Machado,63,Madri,2ª Classe,319.23,13,15,Jornal
1438,Helena Pimenta,42,Paris,2ª Classe,84.82,21,22,Celular
1439,Pedro Miguel Cassiano,69,Londres,3ª Classe,370.51,22,23,Celular
1440,Larissa Melo,64,Roma,2ª Classe,492.35,20,21,Bastão de Caminhada
1441,Miguel Abreu,53,Roma,2ª Classe,216.99,17,19,Celular
1442,Lucas Rocha,43,Paris,3ª Classe,366.11,14,15,Chocolate
1443,Srta. Nina Pastor,53,Roma,1ª Classe,74.14,22,23,Celular
1444,Dr. José Miguel Machado,63,Berlim,2ª Classe,330.77,19,20,Boné
1445,Sr. Mathias da Rocha,48,Berlim,1ª Classe,112.79,22,23,Chocolate
1446,Sra. Jade Caldeira,18,Berlim,3ª Classe,429.51,11,12,Jornal
1447,Dra. Bárbara Cavalcanti,45,Londres,1ª Classe,57.06,17,18,Faca
1448,Luiz Felipe Casa Grande,25,Madri,3ª Classe,175.86,16,17,Chocolate
1449,Maria Helena da Cruz,43,Londres,1ª Classe,68.21,16,18,Jornal
1450,Marina da Costa,56,Londres,3ª Classe,375.15,22,23,Celular
1451,Dr. José Miguel Lopes,70,Roma,2ª Classe,319.84,17,19,Carteira
1452,Davi Lucca Siqueira,25,Paris,1ª Classe,249.72,20,21,Carteira
1453,Vitor Hugo Campos,54,Madri,2ª Classe,144.13,21,22,Celular
1454,Ana Julia Rios,29,Roma,2ª Classe,499.98,21,23,Jornal
1455,Sra. Agatha Gonçalves,26,Paris,2ª Classe,41.11,22,23,Boné
1456,Bianca Martins,62,Paris,2ª Classe,282.47,18,20,Carteira
1457,Arthur Santos,55,Madri,3ª Classe,411.23,20,21,Chocolate
1458,Bernardo Siqueira,31,Paris,1ª Classe,432.38,21,22,Carteira
1459,Valentina Rios,46,Berlim,1ª Classe,29.18,19,20,Chocolate
1460,Rafael Andrade,23,Madri,2ª Classe,427.21,10,11,Bengala
1461,Aurora Moreira,50,Berlim,2ª Classe,483.48,12,14,Bengala
1462,Ayla Mendonça,60,Paris,1ª Classe,157.29,18,20,Chocolate
1463,Dra. Sara Novais,46,Londres,3ª Classe,250.32,15,17,Chocolate
1464,Ravy Souza,50,Londres,3ª Classe,58.51,10,11,Carteira
1465,Lunna Câmara,27,Berlim,1ª Classe,479.14,19,20,Chocolate
1466,Luiz Gustavo da Cunha,35,Londres,3ª Classe,314.93,11,13,Jornal
1467,Sr. Davi Lucas Moraes,59,Londres,2ª Classe,233.47,14,16,Celular
1468,Srta. Bianca Costela,27,Madri,1ª Classe,44.57,21,23,Bastão de Caminhada
1469,Sr. Kaique Cavalcante,62,Londres,3ª Classe,192.35,20,21,Boné
1470,Ian Rocha,27,Berlim,2ª Classe,195.68,19,20,Carteira
1471,Luiz Fernando Araújo,25,Madri,1ª Classe,345.15,16,17,Jornal
1472,Maria Isis Martins,23,Berlim,2ª Classe,391.25,12,13,Jornal
1473,Ravi Lucca Porto,24,Roma,1ª Classe,195.53,11,12,Carteira
1474,Sr. João Gabriel Aparecida,64,Berlim,3ª Classe,412.46,17,18,Boné
1475,Hadassa Albuquerque,62,Madri,2ª Classe,280.26,19,20,Celular
1476,Luigi Martins,28,Berlim,2ª Classe,98.53,22,24,Boné
1477,Carlos Eduardo Ribeiro,26,Berlim,1ª Classe,346.46,21,22,Chocolate
1478,Sr. Calebe Nascimento,27,Roma,3ª Classe,370.36,10,12,Chocolate
1479,Clarice Cirino,33,Madri,2ª Classe,356.33,12,14,Bastão de Caminhada
1480,Ravi Barbosa,69,Roma,3ª Classe,150.54,16,17,Jornal
1481,Ayla Borges,23,Berlim,2ª Classe,387.58,11,12,Carteira
1482,Sara Melo,33,Paris,1ª Classe,291.91,11,13,Boné
1483,Isaac da Cruz,49,Paris,2ª Classe,341.75,21,22,Boné
1484,Bianca Azevedo,50,Madri,3ª Classe,71.1,10,11,Celular
1485,Dra. Elisa Pinto,65,Paris,3ª Classe,218.24,18,20,Jornal
1486,Marcela Oliveira,65,Madri,3ª Classe,308.5,19,21,Bengala
1487,João Lucas Pinto,61,Madri,1ª Classe,95.66,15,16,Boné
1488,Dr. Otávio Albuquerque,21,Roma,2ª Classe,195.76,15,16,Jornal
1489,Asafe Camargo,61,Londres,3ª Classe,426.88,11,13,Jornal
1490,Luana Barbosa,36,Berlim,1ª Classe,11.09,20,22,Jornal
1491,Sr. Rael Cavalcante,37,Madri,1ª Classe,468.35,19,21,Carteira
1492,Bryan da Luz,18,Madri,2ª Classe,170.99,15,16,Carteira
1493,Evelyn Ferreira,64,Londres,2ª Classe,183.72,11,13,Boné
1494,Luiz Fernando Machado,23,Madri,3ª Classe,450.27,16,17,Celular
1495,Vinícius Pires,18,Londres,3ª Classe,132.57,17,19,Jornal
1496,Amanda Melo,41,Roma,1ª Classe,272.85,14,15,Bastão de Caminhada
1497,Srta. Isabelly Novaes,60,Roma,1ª Classe,78.54,21,23,Carteira
1498,Isabel Moreira,63,Londres,1ª Classe,102.89,10,11,Boné
1499,Brayan Farias,65,Berlim,1ª Classe,88.55,13,15,Faca
1500,Jade das Neves,35,Paris,2ª Classe,249.64,17,18,Jornal
1501,Aurora Gomes,66,Roma,3ª Classe,365.74,21,23,Carteira
1502,Luiza Cavalcanti,24,Paris,1ª Classe,86.22,18,19,Celular
1503,Srta. Melissa Martins,33,Paris,3ª Classe,416.62,16,17,Boné
1504,Maria Isis Costa,36,Berlim,2ª Classe,50.48,16,17,Chocolate
1505,Gabrielly Marques,64,Madri,1ª Classe,132.24,22,23,Celular
1506,Calebe Jesus,62,Londres,3ª Classe,412.1,13,15,Chocolate
1507,Laís Azevedo,69,Paris,3ª Classe,367.92,19,20,Carteira
1508,Isis das Neves,55,Londres,1ª Classe,69.03,16,17,Jornal
1509,Alexandre Casa Grande,30,Londres,2ª Classe,18.65,13,14,Celular
1510,Breno Dias,42,Roma,3ª Classe,160.16,20,21,Jornal
1511,Maria Júlia Casa Grande,45,Roma,1ª Classe,259.83,20,21,Jornal
1512,Srta. Eduarda Mendonça,35,Berlim,2ª Classe,472.07,21,23,Jornal
1513,Maria Laura Ribeiro,21,Londres,1ª Classe,10.26,20,22,Jornal
1514,Apollo Guerra,48,Berlim,3ª Classe,59.37,12,14,Faca
1515,Dr. João Felipe Campos,41,Berlim,2ª Classe,64.65,20,21,Chocolate
1516,Dr. Arthur Miguel Machado,67,Londres,2ª Classe,186.68,22,24,Chocolate
1517,Rael Viana,55,Madri,3ª Classe,192.08,20,22,Jornal
1518,Maria Isis da Mota,42,Paris,1ª Classe,73.94,21,22,Carteira
1519,Alexia Rodrigues,59,Londres,1ª Classe,355.28,11,12,Celular
1520,Valentim Lima,57,Berlim,2ª Classe,365.42,22,23,Boné
1521,Sra. Stella Ribeiro,27,Paris,1ª Classe,103.94,18,20,Celular
1522,Felipe Nunes,66,Madri,2ª Classe,448.51,17,18,Celular
1523,Sra. Olivia Alves,22,Roma,2ª Classe,266.64,18,19,Carteira
1524,Luísa da Paz,35,Londres,2ª Classe,32.27,19,20,Celular
1525,Matheus Lopes,62,Londres,3ª Classe,409.12,17,18,Carteira
1526,José Pedro Pinto,66,Madri,2ª Classe,285.62,16,18,Chocolate
1527,Emilly Sousa,31,Londres,1ª Classe,88.4,13,14,Celular
1528,Dr. Vitor Gabriel Cavalcanti,68,Madri,2ª Classe,256.87,21,23,Jornal
1529,Srta. Manuela da Conceição,32,Berlim,3ª Classe,141.57,11,12,Jornal
1530,Kevin Fogaça,52,Londres,2ª Classe,29.15,12,14,Celular
1531,Igor Marques,35,Paris,3ª Classe,490.21,13,14,Carteira
1532,Bernardo Caldeira,40,Madri,2ª Classe,169.04,21,23,Chocolate
1533,Sabrina Caldeira,44,Madri,2ª Classe,169.07,10,11,Celular
1534,Guilherme Rezende,32,Berlim,1ª Classe,135.43,10,11,Chocolate
1535,Maria Almeida,62,Roma,3ª Classe,136.1,20,21,Celular
1536,Marcela Siqueira,32,Berlim,2ª Classe,109.92,20,22,Carteira
1537,Bruno da Conceição,32,Roma,2ª Classe,82.68,17,18,Boné
1538,Dr. Luiz Miguel Martins,47,Londres,1ª Classe,102.54,17,18,Chocolate
1539,Rodrigo Sá,19,Berlim,1ª Classe,443.77,16,17,Carteira
1540,Rebeca Fernandes,22,Roma,1ª Classe,232.96,20,22,Carteira
1541,Mateus Lopes,51,Londres,3ª Classe,377.72,10,11,Boné
1542,Letícia Cavalcante,19,Paris,1ª Classe,384.09,20,21,Carteira
1543,Dr. Antônio Carvalho,67,Paris,2ª Classe,79.89,20,21,Celular
1544,Davi Miguel Brito,18,Paris,3ª Classe,370.7,15,16,Jornal
1545,Milena Martins,48,Madri,2ª Classe,409.58,14,16,Boné
1546,Dra. Maria Flor das Neves,33,Paris,3ª Classe,349.1,20,21,Carteira
1547,Srta. Bruna Teixeira,20,Paris,3ª Classe,155.4,18,20,Carteira
1548,Letícia Machado,32,Paris,1ª Classe,219.3,12,14,Chocolate
1549,Rafael Mendonça,32,Roma,3ª Classe,443.27,11,13,Carteira
1550,João Jesus,25,Londres,1ª Classe,478.67,14,16,Carteira
1551,Dr. Bryan Lopes,39,Paris,2ª Classe,462.43,11,12,Chocolate
1552,Dr. João Lucas Freitas,29,Roma,3ª Classe,174.07,12,14,Carteira
1553,Vitor Monteiro,60,Berlim,3ª Classe,410.61,15,16,Jornal
1554,Antony Sales,49,Berlim,2ª Classe,407.25,21,22,Celular
1555,Davi Lucca Monteiro,27,Londres,2ª Classe,82.41,17,19,Celular
1556,Ísis Barros,25,Madri,2ª Classe,480.2,14,15,Carteira
1557,Luigi da Paz,26,Londres,2ª Classe,182.78,17,19,Boné
1558,Dra. Maria Liz Borges,44,Madri,3ª Classe,173.4,22,23,Boné
1559,Sra. Isabella Gomes,53,Roma,3ª Classe,271.55,18,19,Boné
1560,Levi Moraes,55,Roma,3ª Classe,293.16,21,22,Chocolate
1561,Srta. Maysa Araújo,33,Berlim,1ª Classe,109.61,10,12,Boné
1562,Marcelo da Luz,26,Paris,1ª Classe,456.57,15,16,Jornal
1563,Raquel Costela,27,Madri,2ª Classe,128.82,13,14,Chocolate
1564,Laís Almeida,25,Londres,2ª Classe,369.21,21,23,Jornal
1565,Gael Pimenta,62,Paris,3ª Classe,294.99,17,18,Carteira
1566,Raul Brito,41,Londres,1ª Classe,130.07,10,12,Carteira
1567,Heloísa Dias,29,Roma,3ª Classe,78.66,18,20,Boné
1568,Ayla Costa,64,Berlim,2ª Classe,392.88,21,22,Jornal
1569,Luiz Fernando Pimenta,27,Paris,3ª Classe,25.74,22,23,Boné
1570,Sr. João Pereira,18,Roma,2ª Classe,343.15,17,19,Celular
1571,Vitor Hugo Rios,50,Berlim,3ª Classe,121.38,12,14,Bengala
1572,Breno Castro,51,Roma,1ª Classe,374.14,16,17,Jornal
1573,Helena Cardoso,29,Madri,3ª Classe,422.44,21,23,Boné
1574,José da Cruz,59,Roma,2ª Classe,90.76,22,24,Chocolate
1575,João Pedro Sousa,30,Berlim,1ª Classe,61.16,15,17,Carteira
1576,Calebe Silva,36,Londres,3ª Classe,62.17,13,14,Celular
1577,Dr. Davi Miguel Barros,37,Londres,3ª Classe,108.85,10,11,Jornal
1578,Mariane da Mota,54,Madri,1ª Classe,286.23,22,24,Carteira
1579,Davi Miguel Araújo,38,Paris,2ª Classe,14.15,15,17,Faca
1580,Asafe da Rosa,50,Londres,2ª Classe,378.4,21,23,Bengala
1581,Raquel Fernandes,62,Paris,2ª Classe,209.57,21,22,Boné
1582,Sr. Lucca Leão,67,Londres,1ª Classe,297.72,16,18,Chocolate
1583,Igor Duarte,20,Berlim,1ª Classe,84.25,17,18,Celular
1584,Sr. Lorenzo Jesus,23,Londres,1ª Classe,405.66,20,21,Celular
1585,João Miguel Montenegro,28,Madri,3ª Classe,496.22,19,21,Boné
1586,Valentim Melo,26,Berlim,2ª Classe,186.56,16,17,Celular
1587,Allana Leão,67,Roma,1ª Classe,112.32,19,20,Faca
1588,Maria Luiza Pacheco,54,Roma,1ª Classe,404.32,12,14,Boné
1589,Sr. Fernando Araújo,69,Paris,2ª Classe,56.12,15,16,Celular
1590,Bárbara da Rocha,28,Paris,2ª Classe,292.49,15,16,Carteira
1591,Nicolas Câmara,63,Roma,2ª Classe,493.21,14,16,Chocolate
1592,Theodoro Fonseca,26,Paris,3ª Classe,249.25,15,17,Boné
1593,Thomas Macedo,57,Londres,2ª Classe,189.7,19,21,Jornal
1594,Mariah Câmara,61,Roma,3ª Classe,230.55,20,21,Chocolate
1595,Bento Rocha,59,Paris,3ª Classe,397.39,21,22,Carteira
1596,Breno Nascimento,24,Berlim,2ª Classe,87.52,16,17,Jornal
1597,Marcos Vinicius Rios,47,Paris,2ª Classe,238.28,20,22,Carteira
1598,Liam Duarte,29,Paris,2ª Classe,386.43,13,15,Jornal
1599,Paulo Carvalho,38,Berlim,3ª Classe,248.28,21,23,Carteira
1600,Otto Rocha,47,Paris,3ª Classe,86.31,17,18,Chocolate
1601,Bárbara Alves,38,Madri,1ª Classe,494.03,22,24,Carteira
1602,Luiza Albuquerque,69,Berlim,2ª Classe,489.49,13,14,Jornal
1603,Pedro Miguel Cavalcanti,19,Roma,2ª Classe,133.51,12,13,Carteira
1604,João da Cunha,35,Roma,1ª Classe,156.19,21,23,Celular
1605,Léo Dias,51,Londres,3ª Classe,447.61,12,13,Carteira
1606,Clarice Peixoto,45,Berlim,2ª Classe,90.62,15,17,Boné
1607,Miguel Vargas,52,Londres,3ª Classe,224.02,21,23,Celular
1608,Alícia Aragão,53,Madri,1ª Classe,48.13,20,21,Jornal
1609,Dr. João Alves,70,Berlim,1ª Classe,83.75,17,18,Boné
1610,Sophie Rocha,38,Paris,3ª Classe,209.13,18,19,Bastão de Caminhada
1611,Brayan Andrade,26,Roma,3ª Classe,485.03,11,12,Jornal
1612,Milena Sampaio,30,Roma,3ª Classe,277.58,12,14,Jornal
1613,Bruno da Paz,31,Londres,3ª Classe,292.65,10,12,Celular
1614,Sr. Erick Viana,19,Berlim,2ª Classe,256.02,11,13,Chocolate
1615,Laís da Cunha,47,Roma,2ª Classe,182.35,18,20,Boné
1616,Leandro Nunes,66,Berlim,1ª Classe,463.91,17,19,Jornal
1617,Sr. Caleb Pinto,53,Madri,1ª Classe,275.95,16,18,Celular
1618,Vinícius Duarte,62,Roma,3ª Classe,148.79,19,20,Bastão de Caminhada
1619,Ana Luiza Almeida,69,Paris,1ª Classe,328.32,19,21,Carteira
1620,Ana Clara Pastor,65,Madri,3ª Classe,58.85,17,18,Chocolate
1621,Sra. Sofia Gonçalves,44,Londres,1ª Classe,390.67,18,20,Carteira
1622,Oliver Sousa,48,Paris,2ª Classe,484.13,17,19,Celular
1623,Sra. Antonella Gonçalves,59,Roma,1ª Classe,470.41,22,23,Boné
1624,José Gonçalves,35,Berlim,2ª Classe,420.86,22,24,Chocolate
1625,Dr. Rhavi Correia,18,Roma,1ª Classe,17.61,12,14,Celular
1626,Maria Vitória Peixoto,51,Madri,2ª Classe,174.19,19,21,Jornal
1627,Dom Mendes,43,Londres,3ª Classe,325.77,10,12,Carteira
1628,Sr. Kevin Ribeiro,58,Roma,3ª Classe,95.12,15,16,Boné
1629,Srta. Maria Fernanda Azevedo,24,Londres,3ª Classe,68.0,19,21,Celular
1630,Kevin Ramos,58,Berlim,3ª Classe,87.94,15,16,Carteira
1631,Sr. Mathias Alves,19,Roma,1ª Classe,318.16,19,20,Carteira
1632,Theodoro Nunes,63,Madri,1ª Classe,290.18,10,11,Bastão de Caminhada
1633,Sr. Francisco Barros,58,Berlim,1ª Classe,127.46,13,15,Jornal
1634,Olívia Oliveira,33,Roma,2ª Classe,333.04,14,15,Celular
1635,Vinicius Lima,58,Paris,3ª Classe,492.55,11,12,Boné
1636,Augusto Ribeiro,56,Paris,1ª Classe,79.5,14,15,Carteira
1637,Breno Cirino,49,Berlim,1ª Classe,201.49,17,18,Boné
1638,Mariah Teixeira,49,Paris,1ª Classe,346.79,16,18,Chocolate
1639,Lunna Aragão,46,Londres,1ª Classe,156.39,12,13,Carteira
1640,Rebeca da Paz,39,Berlim,2ª Classe,497.51,19,20,Carteira
1641,Dr. Renan Vargas,65,Berlim,1ª Classe,104.49,10,11,Boné
1642,Dr. Henry Gabriel Freitas,66,Londres,1ª Classe,434.77,11,12,Carteira
1643,Maria Luísa Carvalho,26,Londres,1ª Classe,366.59,12,14,Jornal
1644,Fernando da Paz,30,Paris,2ª Classe,356.96,20,22,Boné
1645,Dr. Murilo Costa,69,Roma,2ª Classe,261.2,16,17,Jornal
1646,Hadassa Costa,30,Berlim,2ª Classe,60.42,22,24,Carteira
1647,João Guilherme Mendonça,31,Roma,2ª Classe,442.6,16,18,Celular
1648,Dr. João Lucas Porto,57,Paris,3ª Classe,197.69,13,15,Jornal
1649,Dr. Rael Moraes,58,Paris,2ª Classe,91.95,10,12,Chocolate
1650,Isadora Sá,36,Madri,3ª Classe,475.69,18,20,Boné
1651,João Lucas Azevedo,25,Londres,2ª Classe,220.4,12,14,Jornal
1652,Srta. Allana Azevedo,31,Berlim,2ª Classe,81.07,15,16,Carteira
1653,Gustavo Cunha,62,Paris,3ª Classe,171.15,17,19,Celular
1654,João Felipe Castro,53,Paris,2ª Classe,148.97,13,14,Carteira
1655,Bella Azevedo,35,Madri,3ª Classe,46.66,20,22,Chocolate
1656,Luiza Leão,45,Berlim,2ª Classe,107.09,10,12,Boné
1657,Dra. Lavínia Santos,35,Roma,1ª Classe,70.81,12,14,Chocolate
1658,Luiza Brito,33,Madri,1ª Classe,149.67,20,21,Celular
1659,Sr. Yago Barbosa,36,Londres,2ª Classe,28.13,18,19,Jornal
1660,Luiz Fernando Melo,19,Paris,2ª Classe,56.61,22,24,Chocolate
1661,Daniela da Luz,35,Berlim,2ª Classe,206.17,18,20,Boné
1662,Otávio das Neves,21,Roma,2ª Classe,351.26,17,19,Celular
1663,Melina Albuquerque,25,Berlim,3ª Classe,60.34,13,14,Celular
1664,Dr. Anthony Gabriel Ribeiro,26,Paris,2ª Classe,432.08,21,23,Jornal
1665,Maria Cecília Viana,23,Londres,3ª Classe,452.12,15,16,Celular
1666,Eloá Gonçalves,21,Berlim,1ª Classe,64.29,14,15,Jornal
1667,Ana Lívia Cirino,62,Madri,2ª Classe,142.26,12,13,Chocolate
1668,Dra. Evelyn das Neves,25,Londres,2ª Classe,432.33,22,24,Chocolate
1669,Heloisa Cassiano,60,Paris,3ª Classe,268.52,19,21,Chocolate
1670,Natália Sampaio,35,Berlim,3ª Classe,246.53,11,13,Celular
1671,Esther Mendonça,63,Paris,2ª Classe,283.67,13,14,Chocolate
1672,Théo Camargo,22,Roma,1ª Classe,114.11,20,21,Boné
1673,Eduarda Vargas,42,Londres,2ª Classe,61.22,13,15,Celular
1674,Srta. Maysa Vargas,37,Roma,3ª Classe,85.46,18,19,Celular
1675,Rafaela Nogueira,32,Berlim,2ª Classe,487.78,19,20,Celular
1676,Samuel Pereira,30,Paris,2ª Classe,217.32,20,22,Faca
1677,Srta. Melina Leão,54,Paris,1ª Classe,235.87,11,12,Jornal
1678,Luna Pires,47,Londres,2ª Classe,24.01,20,22,Jornal
1679,Ana Laura Araújo,25,Madri,1ª Classe,183.67,13,14,Boné
1680,Gustavo Souza,45,Madri,2ª Classe,36.05,14,16,Carteira
1681,Maria Luísa Costa,59,Roma,3ª Classe,464.73,13,15,Jornal
1682,Isabela Nascimento,29,Madri,2ª Classe,269.49,17,19,Carteira
1683,Maria Flor da Paz,21,Londres,1ª Classe,117.59,10,11,Chocolate
1684,Sra. Luara Fonseca,33,Paris,3ª Classe,59.51,13,15,Boné
1685,Thiago Souza,24,Londres,3ª Classe,413.79,21,23,Boné
1686,Ana Clara Aparecida,28,Londres,2ª Classe,322.08,21,23,Chocolate
1687,Isis Andrade,24,Londres,3ª Classe,454.81,19,21,Chocolate
1688,Ester Sales,62,Londres,1ª Classe,164.41,11,12,Carteira
1689,Sra. Marina Barros,47,Londres,1ª Classe,336.36,16,18,Carteira
1690,Allana Peixoto,34,Paris,1ª Classe,342.81,10,12,Bengala
1691,Bárbara da Rocha,55,Paris,2ª Classe,437.88,17,18,Carteira
1692,Antony Sousa,19,Madri,3ª Classe,495.3,13,14,Celular
1693,Milena Sá,67,Paris,1ª Classe,159.26,21,23,Boné
1694,Sra. Rebeca Aparecida,65,Berlim,3ª Classe,136.1,17,19,Jornal
1695,Diogo Pacheco,18,Berlim,2ª Classe,357.98,18,20,Carteira
1696,Maria Flor Machado,61,Madri,3ª Classe,323.5,12,14,Celular
1697,Sr. João Guilherme Camargo,60,Londres,2ª Classe,253.94,13,15,Jornal
1698,Sra. Lavínia da Cunha,65,Paris,1ª Classe,461.12,16,17,Bengala
1699,Davi Costela,58,Madri,2ª Classe,493.79,18,19,Jornal
1700,Sr. Davi Luiz da Mota,61,Berlim,2ª Classe,201.6,16,18,Jornal
1701,Isaque Jesus,20,Madri,3ª Classe,353.9,19,20,Boné
1702,Bruna Siqueira,47,Madri,2ª Classe,151.32,10,12,Celular
1703,Alexandre Novaes,27,Roma,3ª Classe,83.61,14,15,Jornal
1704,Srta. Alice Pinto,36,Paris,2ª Classe,17.64,10,11,Jornal
1705,Hadassa Teixeira,55,Paris,1ª Classe,249.3,10,12,Jornal
1706,Felipe Cassiano,18,Paris,2ª Classe,77.48,14,15,Faca
1707,José Machado,63,Berlim,1ª Classe,498.0,13,15,Chocolate
1708,Ana Sophia Vargas,23,Berlim,1ª Classe,25.75,15,16,Celular
1709,Alice Nascimento,58,Roma,2ª Classe,205.57,11,13,Celular
1710,Sr. Mateus da Rocha,56,Berlim,1ª Classe,286.31,20,22,Celular
1711,Davi Luiz Araújo,26,Londres,2ª Classe,76.49,18,19,Jornal
1712,Sra. Heloísa Gomes,23,Berlim,3ª Classe,464.29,17,18,Jornal
1713,Eduarda Silveira,45,Paris,1ª Classe,268.02,21,23,Boné
1714,Dr. Thomas Nascimento,61,Berlim,2ª Classe,183.55,17,19,Faca
1715,Alícia Borges,47,Paris,3ª Classe,22.95,22,24,Carteira
1716,Maria Júlia Moraes,26,Madri,2ª Classe,395.45,19,21,Carteira
1717,Luan Costa,52,Madri,2ª Classe,36.23,16,17,Boné
1718,Luiz Henrique Montenegro,18,Roma,3ª Classe,235.51,10,11,Carteira
1719,Julia Pinto,59,Paris,2ª Classe,301.23,14,16,Chocolate
1720,Jade Cassiano,21,Paris,3ª Classe,296.46,18,19,Chocolate
1721,Bárbara da Mota,51,Londres,3ª Classe,372.81,17,18,Jornal
1722,Bryan Souza,61,Londres,2ª Classe,317.84,21,22,Celular
1723,Vinicius Pimenta,57,Londres,1ª Classe,42.9,12,13,Boné
1724,Nicolas Albuquerque,33,Londres,1ª Classe,242.13,18,20,Boné
1725,Alícia Freitas,25,Berlim,2ª Classe,247.02,12,13,Celular
1726,José da Luz,52,Berlim,3ª Classe,343.85,20,21,Boné
1727,Melina Montenegro,58,Paris,1ª Classe,79.43,21,22,Carteira
1728,Mariah Fogaça,65,Madri,1ª Classe,243.32,14,16,Chocolate
1729,Beatriz Vieira,55,Roma,2ª Classe,337.17,16,18,Chocolate
1730,Clara Vieira,24,Roma,2ª Classe,408.61,12,13,Jornal
1731,Dra. Natália Peixoto,25,Madri,2ª Classe,15.4,14,15,Chocolate
1732,Milena da Rosa,60,Madri,2ª Classe,30.89,15,16,Boné
1733,Enzo Azevedo,64,Roma,2ª Classe,14.47,12,14,Boné
1734,Elisa Freitas,50,Londres,2ª Classe,452.25,18,20,Boné
1735,Anthony Melo,29,Londres,2ª Classe,331.41,19,21,Boné
1736,Dr. Benjamin Fonseca,68,Londres,2ª Classe,394.63,20,22,Celular
1737,Gael Henrique Ramos,22,Roma,2ª Classe,481.65,19,20,Chocolate
1738,Yuri Dias,50,Madri,2ª Classe,73.42,15,17,Chocolate
1739,Dr. José Miguel Moreira,43,Paris,1ª Classe,24.47,21,22,Jornal
1740,Larissa Melo,60,Paris,2ª Classe,467.77,17,19,Celular
1741,Ágatha Barbosa,67,Londres,1ª Classe,450.9,12,14,Celular
1742,Srta. Letícia Costela,44,Paris,1ª Classe,309.83,11,12,Celular
1743,Fernanda Jesus,22,Roma,2ª Classe,307.2,10,11,Jornal
1744,Ana Luiza Marques,62,Roma,2ª Classe,75.28,20,21,Jornal
1745,Théo Montenegro,49,Roma,3ª Classe,150.18,13,14,Boné
1746,Fernanda da Paz,51,Londres,1ª Classe,295.23,20,21,Jornal
1747,Eloá Jesus,69,Londres,1ª Classe,186.18,16,17,Jornal
1748,Gabriel Alves,61,Madri,2ª Classe,103.17,13,15,Boné
1749,Bruna Rios,40,Madri,3ª Classe,428.18,22,23,Boné
1750,Sophie Porto,58,Roma,1ª Classe,288.88,12,14,Carteira
1751,Laís Vargas,49,Londres,1ª Classe,304.73,15,16,Jornal
1752,Ana Laura Macedo,36,Berlim,2ª Classe,354.6,11,12,Bengala
1753,Dra. Mariane Souza,22,Madri,3ª Classe,128.29,18,20,Boné
1754,Isabela Mendonça,21,Madri,3ª Classe,446.99,19,21,Celular
1755,Dra. Ana Julia Carvalho,34,Paris,1ª Classe,175.64,14,15,Jornal
1756,Maria Luiza Nogueira,66,Paris,1ª Classe,110.07,21,23,Celular
1757,Arthur Santos,60,Paris,1ª Classe,251.84,22,23,Jornal
1758,Pedro Sousa,22,Roma,3ª Classe,372.25,11,13,Faca
1759,Maya Casa Grande,35,Paris,1ª Classe,27.44,18,19,Chocolate
1760,Heloísa da Conceição,45,Roma,2ª Classe,392.96,13,14,Celular
1761,Sr. Pietro Duarte,19,Londres,3ª Classe,307.99,16,17,Boné
1762,Luísa da Mota,21,Roma,2ª Classe,350.77,16,18,Boné
1763,Amanda da Conceição,25,Roma,1ª Classe,449.6,15,17,Jornal
1764,Ana Clara Oliveira,45,Paris,1ª Classe,123.7,19,20,Jornal
1765,Dr. Enrico Porto,65,Madri,3ª Classe,32.43,22,23,Celular
1766,Alana Fonseca,33,Paris,1ª Classe,37.76,17,18,Jornal
1767,Maria Helena Albuquerque,38,Berlim,3ª Classe,331.05,13,15,Carteira
1768,Srta. Luana Duarte,43,Roma,3ª Classe,69.96,11,12,Jornal
1769,Juan Almeida,52,Londres,2ª Classe,355.58,15,16,Boné
1770,Ana Júlia Guerra,37,Berlim,3ª Classe,153.41,20,21,Boné
1771,Oliver Campos,35,Berlim,3ª Classe,275.3,11,12,Jornal
1772,José Santos,44,Madri,2ª Classe,147.09,13,14,Celular
1773,Thomas Silva,51,Londres,2ª Classe,373.54,13,14,Jornal
1774,Caroline Azevedo,70,Londres,1ª Classe,489.18,21,23,Chocolate
1775,Luiz Fernando Garcia,47,Paris,1ª Classe,254.46,10,12,Jornal
1776,Sra. Sofia Melo,42,Berlim,1ª Classe,39.26,19,21,Boné
1777,Maria Isis Porto,42,Roma,2ª Classe,31.76,13,15,Carteira
1778,Emanuel Carvalho,45,Madri,1ª Classe,333.6,10,12,Celular
1779,Augusto Barros,56,Berlim,2ª Classe,407.02,19,20,Celular
1780,Sr. Vinícius Casa Grande,39,Madri,2ª Classe,434.21,22,23,Celular
1781,Liam Mendonça,53,Roma,3ª Classe,466.91,14,16,Boné
1782,Pietra Rocha,64,Madri,3ª Classe,137.45,16,18,Chocolate
1783,Camila da Mata,33,Londres,1ª Classe,147.54,20,22,Carteira
1784,Sr. João Casa Grande,33,Madri,2ª Classe,175.39,16,17,Chocolate
